,zeilen,zeichen
1422,"Geschäftsordnung, die vom Bundestag beschlossen wird und der Zustimmung des Bundesrates bedarf. Die
",100
1423,"in diesen Ausschuß entsandten Mitglieder des Bundesrates sind nicht an Weisungen gebunden. Ist zu einem
",104
1424,"Gesetze die Zustimmung des Bundesrates erforderlich, so können auch der Bundestag und die Bundesregierung
",106
1425,"die Einberufung verlangen. Schlägt der Ausschuß eine Änderung des Gesetzesbeschlusses vor, so hat der
",102
1426,"Bundestag erneut Beschluß zu fassen.
",37
1427,"(2a) Soweit zu einem Gesetz die Zustimmung des Bundesrates erforderlich ist, hat der Bundesrat, wenn
",101
1428,"ein Verlangen nach Absatz 2 Satz 1 nicht gestellt oder das Vermittlungsverfahren ohne einen Vorschlag zur
",106
1429,"Änderung des Gesetzesbeschlusses beendet ist, in angemessener Frist über die Zustimmung Beschluß zu fassen.
",108
1430,"(3) Soweit zu einem Gesetze die Zustimmung des Bundesrates nicht erforderlich ist, kann der Bundesrat, wenn
",108
1431,"das Verfahren nach Absatz 2 beendigt ist, gegen ein vom Bundestage beschlossenes Gesetz binnen zwei Wochen
",107
1432,"Einspruch einlegen. Die Einspruchsfrist beginnt im Falle des Absatzes 2 letzter Satz mit dem Eingange des
",106
1433,"vom Bundestage erneut gefaßten Beschlusses, in allen anderen Fällen mit dem Eingange der Mitteilung des
",104
1434,"Vorsitzenden des in Absatz 2 vorgesehenen Ausschusses, daß das Verfahren vor dem Ausschusse abgeschlossen
",106
1435,"ist.
",5
1436,"(4) Wird der Einspruch mit der Mehrheit der Stimmen des Bundesrates beschlossen, so kann er durch Beschluß
",107
1437,"der Mehrheit der Mitglieder des Bundestages zurückgewiesen werden. Hat der Bundesrat den Einspruch mit einer
",109
1438,"Mehrheit von mindestens zwei Dritteln seiner Stimmen beschlossen, so bedarf die Zurückweisung durch den
",104
1439,"Bundestag einer Mehrheit von zwei Dritteln, mindestens der Mehrheit der Mitglieder des Bundestages.
",100
1440,"Art 78 
",8
1441,"
",1
1442," 
",2
1443,"
",1
1444,"Ein vom Bundestage beschlossenes Gesetz kommt zustande, wenn der Bundesrat zustimmt, den Antrag
",96
1445,"gemäß Artikel 77 Abs. 2 nicht stellt, innerhalb der Frist des Artikels 77 Abs. 3 keinen Einspruch einlegt oder ihn
",115
1446,"zurücknimmt oder wenn der Einspruch vom Bundestage überstimmt wird.
",68
1447,"Art 79 
",8
1448,"
",1
1449," 
",2
1450,"
",1
1451,"(1) Das Grundgesetz kann nur durch ein Gesetz geändert werden, das den Wortlaut des Grundgesetzes
",98
1452,"ausdrücklich ändert oder ergänzt. Bei völkerrechtlichen Verträgen, die eine Friedensregelung, die Vorbereitung
",111
1453,"einer Friedensregelung oder den Abbau einer besatzungsrechtlichen Ordnung zum Gegenstand haben oder der
",104
1454,"Verteidigung der Bundesrepublik zu dienen bestimmt sind, genügt zur Klarstellung, daß die Bestimmungen des
",107
1455,"Grundgesetzes dem Abschluß und dem Inkraftsetzen der Verträge nicht entgegenstehen, eine Ergänzung des
",103
1456,"Wortlautes des Grundgesetzes, die sich auf diese Klarstellung beschränkt.
",74
1457,"(2) Ein solches Gesetz bedarf der Zustimmung von zwei Dritteln der Mitglieder des Bundestages und zwei Dritteln
",112
1458,"der Stimmen des Bundesrates.
",29
1459,"(3) Eine Änderung dieses Grundgesetzes, durch welche die Gliederung des Bundes in Länder, die grundsätzliche
",109
1460,"Mitwirkung der Länder bei der Gesetzgebung oder die in den Artikeln 1 und 20 niedergelegten Grundsätze
",103
1461,"berührt werden, ist unzulässig.
",32
1462,"Art 80 
",8
1463,"
",1
1464," 
",2
1465,"
",1
1466,"(1) Durch Gesetz können die Bundesregierung, ein Bundesminister oder die Landesregierungen ermächtigt
",102
1467,"werden, Rechtsverordnungen zu erlassen. Dabei müssen Inhalt, Zweck und Ausmaß der erteilten Ermächtigung
",105
1468,"im Gesetze bestimmt werden. Die Rechtsgrundlage ist in der Verordnung anzugeben. Ist durch Gesetz
",98
1469,"vorgesehen, daß eine Ermächtigung weiter übertragen werden kann, so bedarf es zur Übertragung der
",98
1470,"Ermächtigung einer Rechtsverordnung.
",37
1471,"(2) Der Zustimmung des Bundesrates bedürfen, vorbehaltlich anderweitiger bundesgesetzlicher Regelung,
",102
1472,"Rechtsverordnungen der Bundesregierung oder eines Bundesministers über Grundsätze und Gebühren für die
",103
1473,"Benutzung der Einrichtungen des Postwesens und der Telekommunikation, über die Grundsätze der Erhebung
",103
1474,"des Entgelts für die Benutzung der Einrichtungen der Eisenbahnen des Bundes, über den Bau und Betrieb der
",106
1475,"Eisenbahnen, sowie Rechtsverordnungen auf Grund von Bundesgesetzen, die der Zustimmung des Bundesrates
",103
1476,"bedürfen oder die von den Ländern im Auftrage des Bundes oder als eigene Angelegenheit ausgeführt werden.
",106
1477,"(3) Der Bundesrat kann der Bundesregierung Vorlagen für den Erlaß von Rechtsverordnungen zuleiten, die seiner
",110
1478,"Zustimmung bedürfen.
",21
1479,"
",1
1480,"- Seite 21 von 50 -
",20
1481,"
",1
1482,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
1483,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
1484,"
",1
1485,"(4) Soweit durch Bundesgesetz oder auf Grund von Bundesgesetzen Landesregierungen ermächtigt werden,
",101
1486,"Rechtsverordnungen zu erlassen, sind die Länder zu einer Regelung auch durch Gesetz befugt.
",92
1487,"Art 80a 
",9
1488,"
",1
1489," 
",2
1490,"
",1
1491,"(1) Ist in diesem Grundgesetz oder in einem Bundesgesetz über die Verteidigung einschließlich des Schutzes
",107
1492,"der Zivilbevölkerung bestimmt, daß Rechtsvorschriften nur nach Maßgabe dieses Artikels angewandt werden
",104
1493,"dürfen, so ist die Anwendung außer im Verteidigungsfalle nur zulässig, wenn der Bundestag den Eintritt des
",107
1494,"Spannungsfalles festgestellt oder wenn er der Anwendung besonders zugestimmt hat. Die Feststellung des
",103
1495,"Spannungsfalles und die besondere Zustimmung in den Fällen des Artikels 12a Abs. 5 Satz 1 und Abs. 6 Satz 2
",108
1496,"bedürfen einer Mehrheit von zwei Dritteln der abgegebenen Stimmen.
",67
1497,"(2) Maßnahmen auf Grund von Rechtsvorschriften nach Absatz 1 sind aufzuheben, wenn der Bundestag es
",100
1498,"verlangt.
",10
1499,"(3) Abweichend von Absatz 1 ist die Anwendung solcher Rechtsvorschriften auch auf der Grundlage und nach
",105
1500,"Maßgabe eines Beschlusses zulässig, der von einem internationalen Organ im Rahmen eines Bündnisvertrages
",105
1501,"mit Zustimmung der Bundesregierung gefaßt wird. Maßnahmen nach diesem Absatz sind aufzuheben, wenn der
",103
1502,"Bundestag es mit der Mehrheit seiner Mitglieder verlangt.
",58
1503,"Art 81 
",8
1504,"
",1
1505," 
",2
1506,"
",1
1507,"(1) Wird im Falle des Artikels 68 der Bundestag nicht aufgelöst, so kann der Bundespräsident auf Antrag der
",108
1508,"Bundesregierung mit Zustimmung des Bundesrates für eine Gesetzesvorlage den Gesetzgebungsnotstand
",98
1509,"erklären, wenn der Bundestag sie ablehnt, obwohl die Bundesregierung sie als dringlich bezeichnet hat. Das
",107
1510,"gleiche gilt, wenn eine Gesetzesvorlage abgelehnt worden ist, obwohl der Bundeskanzler mit ihr den Antrag des
",110
1511,"Artikels 68 verbunden hatte.
",29
1512,"(2) Lehnt der Bundestag die Gesetzesvorlage nach Erklärung des Gesetzgebungsnotstandes erneut ab oder
",102
1513,"nimmt er sie in einer für die Bundesregierung als unannehmbar bezeichneten Fassung an, so gilt das Gesetz als
",110
1514,"zustande gekommen, soweit der Bundesrat ihm zustimmt. Das gleiche gilt, wenn die Vorlage vom Bundestage
",104
1515,"nicht innerhalb von vier Wochen nach der erneuten Einbringung verabschiedet wird.
",82
1516,"(3) Während der Amtszeit eines Bundeskanzlers kann auch jede andere vom Bundestage
",83
1517,"abgelehnte Gesetzesvorlage innerhalb einer Frist von sechs Monaten nach der ersten Erklärung des
",97
1518,"Gesetzgebungsnotstandes gemäß Absatz 1 und 2 verabschiedet werden. Nach Ablauf der Frist ist während der
",105
1519,"Amtszeit des gleichen Bundeskanzlers eine weitere Erklärung des Gesetzgebungsnotstandes unzulässig.
",100
1520,"(4) Das Grundgesetz darf durch ein Gesetz, das nach Absatz 2 zustande kommt, weder geändert, noch ganz oder
",108
1521,"teilweise außer Kraft oder außer Anwendung gesetzt werden.
",59
1522,"Art 82 
",8
1523,"
",1
1524," 
",2
1525,"
",1
1526,"(1) Die nach den Vorschriften dieses Grundgesetzes zustande gekommenen Gesetze werden vom
",90
1527,"Bundespräsidenten nach Gegenzeichnung ausgefertigt und im Bundesgesetzblatte verkündet.
",88
1528,"Rechtsverordnungen werden von der Stelle, die sie erläßt, ausgefertigt und vorbehaltlich anderweitiger
",103
1529,"gesetzlicher Regelung im Bundesgesetzblatte verkündet.
",55
1530,"(2) Jedes Gesetz und jede Rechtsverordnung soll den Tag des Inkrafttretens bestimmen. Fehlt eine
",97
1531,"solche Bestimmung, so treten sie mit dem vierzehnten Tage nach Ablauf des Tages in Kraft, an dem das
",101
1532,"Bundesgesetzblatt ausgegeben worden ist.
",41
1533,"
",1
1534,"VIII.
",6
1535,"Die Ausführung der Bundesgesetze und die Bundesverwaltung
",58
1536,"Art 83 
",8
1537,"
",1
1538," 
",2
1539,"
",1
1540,"Die Länder führen die Bundesgesetze als eigene Angelegenheit aus, soweit dieses Grundgesetz nichts anderes
",107
1541,"bestimmt oder zuläßt.
",22
1542,"Art 84 
",8
1543,"
",1
1544," 
",2
1545,"
",1
1546,"- Seite 22 von 50 -
",20
1547,"
",1
1548,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
1549,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
1550,"
",1
1551,"(1) Führen die Länder die Bundesgesetze als eigene Angelegenheit aus, so regeln sie die Einrichtung der
",104
1552,"Behörden und das Verwaltungsverfahren. Wenn Bundesgesetze etwas anderes bestimmen, können die Länder
",101
1553,"davon abweichende Regelungen treffen. Hat ein Land eine abweichende Regelung nach Satz 2 getroffen, treten
",107
1554,"in diesem Land hierauf bezogene spätere bundesgesetzliche Regelungen der Einrichtung der Behörden und des
",106
1555,"Verwaltungsverfahrens frühestens sechs Monate nach ihrer Verkündung in Kraft, soweit nicht mit Zustimmung
",106
1556,"des Bundesrates anderes bestimmt ist. Artikel 72 Abs. 3 Satz 3 gilt entsprechend. In Ausnahmefällen kann der
",109
1557,"Bund wegen eines besonderen Bedürfnisses nach bundeseinheitlicher Regelung das Verwaltungsverfahren ohne
",105
1558,"Abweichungsmöglichkeit für die Länder regeln. Diese Gesetze bedürfen der Zustimmung des Bundesrates. Durch
",107
1559,"Bundesgesetz dürfen Gemeinden und Gemeindeverbänden Aufgaben nicht übertragen werden.
",86
1560,"(2) Die Bundesregierung kann mit Zustimmung des Bundesrates allgemeine Verwaltungsvorschriften erlassen.
",105
1561,"(3) Die Bundesregierung übt die Aufsicht darüber aus, daß die Länder die Bundesgesetze dem geltenden Rechte
",108
1562,"gemäß ausführen. Die Bundesregierung kann zu diesem Zwecke Beauftragte zu den obersten Landesbehörden
",102
1563,"entsenden, mit deren Zustimmung und, falls diese Zustimmung versagt wird, mit Zustimmung des Bundesrates
",105
1564,"auch zu den nachgeordneten Behörden.
",37
1565,"(4) Werden Mängel, die die Bundesregierung bei der Ausführung der Bundesgesetze in den Ländern festgestellt
",108
1566,"hat, nicht beseitigt, so beschließt auf Antrag der Bundesregierung oder des Landes der Bundesrat, ob das Land
",110
1567,"das Recht verletzt hat. Gegen den Beschluß des Bundesrates kann das Bundesverfassungsgericht angerufen
",103
1568,"werden.
",8
1569,"(5) Der Bundesregierung kann durch Bundesgesetz, das der Zustimmung des Bundesrates bedarf, zur
",96
1570,"Ausführung von Bundesgesetzen die Befugnis verliehen werden, für besondere Fälle Einzelweisungen zu erteilen.
",110
1571,"Sie sind, außer wenn die Bundesregierung den Fall für dringlich erachtet, an die obersten Landesbehörden zu
",108
1572,"richten.
",9
1573,"Art 85 
",8
1574,"
",1
1575," 
",2
1576,"
",1
1577,"(1) Führen die Länder die Bundesgesetze im Auftrage des Bundes aus, so bleibt die Einrichtung der Behörden
",107
1578,"Angelegenheit der Länder, soweit nicht Bundesgesetze mit Zustimmung des Bundesrates etwas anderes
",98
1579,"bestimmen. Durch Bundesgesetz dürfen Gemeinden und Gemeindeverbänden Aufgaben nicht übertragen
",95
1580,"werden.
",8
1581,"(2) Die Bundesregierung kann mit Zustimmung des Bundesrates allgemeine Verwaltungsvorschriften erlassen.
",105
1582,"Sie kann die einheitliche Ausbildung der Beamten und Angestellten regeln. Die Leiter der Mittelbehörden sind mit
",113
1583,"ihrem Einvernehmen zu bestellen.
",33
1584,"(3) Die Landesbehörden unterstehen den Weisungen der zuständigen obersten Bundesbehörden. Die Weisungen
",104
1585,"sind, außer wenn die Bundesregierung es für dringlich erachtet, an die obersten Landesbehörden zu richten. Der
",111
1586,"Vollzug der Weisung ist durch die obersten Landesbehörden sicherzustellen.
",75
1587,"(4) Die Bundesaufsicht erstreckt sich auf Gesetzmäßigkeit und Zweckmäßigkeit der Ausführung. Die
",97
1588,"Bundesregierung kann zu diesem Zwecke Bericht und Vorlage der Akten verlangen und Beauftragte zu allen
",103
1589,"Behörden entsenden.
",20
1590,"Art 86 
",8
1591,"
",1
1592," 
",2
1593,"
",1
1594,"Führt der Bund die Gesetze durch bundeseigene Verwaltung oder durch bundesunmittelbare Körperschaften
",102
1595,"oder Anstalten des öffentlichen Rechtes aus, so erläßt die Bundesregierung, soweit nicht das Gesetz Besonderes
",111
1596,"vorschreibt, die allgemeinen Verwaltungsvorschriften. Sie regelt, soweit das Gesetz nichts anderes bestimmt, die
",113
1597,"Einrichtung der Behörden.
",26
1598,"Art 87 
",8
1599,"
",1
1600," 
",2
1601,"
",1
1602,"(1) In bundeseigener Verwaltung mit eigenem Verwaltungsunterbau werden geführt der Auswärtige Dienst,
",102
1603,"die Bundesfinanzverwaltung und nach Maßgabe des Artikels 89 die Verwaltung der Bundeswasserstraßen und
",103
1604,"der Schiffahrt. Durch Bundesgesetz können Bundesgrenzschutzbehörden, Zentralstellen für das polizeiliche
",105
1605,"Auskunfts- und Nachrichtenwesen, für die Kriminalpolizei und zur Sammlung von Unterlagen für Zwecke des
",104
1606,"Verfassungsschutzes und des Schutzes gegen Bestrebungen im Bundesgebiet, die durch Anwendung von
",97
1607,"Gewalt oder darauf gerichtete Vorbereitungshandlungen auswärtige Belange der Bundesrepublik Deutschland
",104
1608,"gefährden, eingerichtet werden.
",32
1609,"- Seite 23 von 50 -
",20
1610,"
",1
1611,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
1612,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
1613,"
",1
1614,"(2) Als bundesunmittelbare Körperschaften des öffentlichen Rechtes werden diejenigen sozialen
",94
1615,"Versicherungsträger geführt, deren Zuständigkeitsbereich sich über das Gebiet eines Landes hinaus erstreckt.
",109
1616,"Soziale Versicherungsträger, deren Zuständigkeitsbereich sich über das Gebiet eines Landes, aber nicht über
",108
1617,"mehr als drei Länder hinaus erstreckt, werden abweichend von Satz 1 als landesunmittelbare Körperschaften des
",110
1618,"öffentlichen Rechtes geführt, wenn das aufsichtsführende Land durch die beteiligten Länder bestimmt ist.
",105
1619,"(3) Außerdem können für Angelegenheiten, für die dem Bunde die Gesetzgebung zusteht, selbständige
",98
1620,"Bundesoberbehörden und neue bundesunmittelbare Körperschaften und Anstalten des öffentlichen Rechtes
",101
1621,"durch Bundesgesetz errichtet werden. Erwachsen dem Bunde auf Gebieten, für die ihm die Gesetzgebung
",100
1622,"zusteht, neue Aufgaben, so können bei dringendem Bedarf bundeseigene Mittel- und Unterbehörden mit
",99
1623,"Zustimmung des Bundesrates und der Mehrheit der Mitglieder des Bundestages errichtet werden.
",93
1624,"Art 87a 
",9
1625,"
",1
1626," 
",2
1627,"
",1
1628,"(1) Der Bund stellt Streitkräfte zur Verteidigung auf. Ihre zahlenmäßige Stärke und die Grundzüge ihrer
",104
1629,"Organisation müssen sich aus dem Haushaltsplan ergeben.
",56
1630,"(2) Außer zur Verteidigung dürfen die Streitkräfte nur eingesetzt werden, soweit dieses Grundgesetz es
",103
1631,"ausdrücklich zuläßt.
",21
1632,"(3) Die Streitkräfte haben im Verteidigungsfalle und im Spannungsfalle die Befugnis, zivile Objekte zu schützen
",112
1633,"und Aufgaben der Verkehrsregelung wahrzunehmen, soweit dies zur Erfüllung ihres Verteidigungsauftrages
",103
1634,"erforderlich ist. Außerdem kann den Streitkräften im Verteidigungsfalle und im Spannungsfalle der Schutz ziviler
",113
1635,"Objekte auch zur Unterstützung polizeilicher Maßnahmen übertragen werden; die Streitkräfte wirken dabei mit
",108
1636,"den zuständigen Behörden zusammen.
",35
1637,"(4) Zur Abwehr einer drohenden Gefahr für den Bestand oder die freiheitliche demokratische Grundordnung
",104
1638,"des Bundes oder eines Landes kann die Bundesregierung, wenn die Voraussetzungen des Artikels 91 Abs. 2
",103
1639,"vorliegen und die Polizeikräfte sowie der Bundesgrenzschutz nicht ausreichen, Streitkräfte zur Unterstützung der
",113
1640,"Polizei und des Bundesgrenzschutzes beim Schutze von zivilen Objekten und bei der Bekämpfung organisierter
",107
1641,"und militärisch bewaffneter Aufständischer einsetzen. Der Einsatz von Streitkräften ist einzustellen, wenn der
",111
1642,"Bundestag oder der Bundesrat es verlangen.
",43
1643,"Art 87b 
",9
1644,"
",1
1645," 
",2
1646,"
",1
1647,"(1) Die Bundeswehrverwaltung wird in bundeseigener Verwaltung mit eigenem Verwaltungsunterbau geführt.
",103
1648,"Sie dient den Aufgaben des Personalwesens und der unmittelbaren Deckung des Sachbedarfs der Streitkräfte.
",106
1649,"Aufgaben der Beschädigtenversorgung und des Bauwesens können der Bundeswehrverwaltung nur durch
",96
1650,"Bundesgesetz, das der Zustimmung des Bundesrates bedarf, übertragen werden. Der Zustimmung des
",95
1651,"Bundesrates bedürfen ferner Gesetze, soweit sie die Bundeswehrverwaltung zu Eingriffen in Rechte Dritter
",105
1652,"ermächtigen; das gilt nicht für Gesetze auf dem Gebiete des Personalwesens.
",76
1653,"(2) Im übrigen können Bundesgesetze, die der Verteidigung einschließlich des Wehrersatzwesens und
",98
1654,"des Schutzes der Zivilbevölkerung dienen, mit Zustimmung des Bundesrates bestimmen, daß sie ganz
",97
1655,"oder teilweise in bundeseigener Verwaltung mit eigenem Verwaltungsunterbau oder von den Ländern im
",99
1656,"Auftrage des Bundes ausgeführt werden. Werden solche Gesetze von den Ländern im Auftrage des Bundes
",100
